ID;Etat;Nature;Nature_par_regroupement;Adresse;Code Postal;Commune;Département;Ministère occupant;Description;Année de 1ère inscription;Nature juridique Acquereur;Type Procédure ayant mené à la vente;Année Cession;Latitude;Longitude
140330017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;33470 GUJAN MESTRAS;33470;GUJAN MESTRAS;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Droit de priorité;2017;44,6351;-1,068
140340010;Cession réalisée;LOGEMENT;LOGEMENT;CALQUIERES BASSES;34120;PEZENAS;HÉRAULT;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Droit de priorité;2017;43,459;3,422
140340023;Cession réalisée;LOGEMENT;LOGEMENT;DE L'ÉCOLE DE L'AGRICULTURE;34070;MONTPELLIER;HÉRAULT;Ministère de la justice et des libertés;null;2014;Personnes physiques non commerçantes;VNI;2017;43,611;3,876
140350021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE GUINES;35700;RENNES;ILLE-ET-VILAINE;Ministère de la défense;null;2014;Collectivités territoriales;Droit de priorité;2017;48,1138;-1,682
140380018;Cession réalisée;LOGEMENT;LOGEMENT;DU FRANCILLON;38690;LONGECHENAL;ISÈRE;Biens non affectés;null;2014;Personnes physiques non commerçantes;Adjudication;2017;45,4183;5,347
140430013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;43390;AUZON;HAUTE-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;45,3909;3,371
140440028;Cession réalisée;BUREAU;BUREAU;EUGÈNE ORIEUX NX 47;44300;NANTES;LOIRE-ATLANTIQUE;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;47,2164;-1,554
140490011;Cession réalisée;BATIMENT D'ENSEIGNEMENT OU DE SPORT;BATIMENT D'ENSEIGNEMENT OU DE SPORT;GENERAL BIZOT;49100;ANGERS;MAINE-ET-LOIRE;Ministère de la défense;null;2014;Etablissements publics locaux;Droit de priorité;2017;47,4721;-0,557
140540015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;54350;MONT ST MARTIN;MEURTHE-ET-MOSELLE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Entreprises société;Autres droits;2017;49,54;5,779
140580010;Cession réalisée;LOGEMENT;LOGEMENT;JEAN-BAPTISTE MACHECOURT;58260;LA MACHINE;NIÈVRE;Biens non affectés;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;46,8889;3,465
140590025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;59810;LESQUIN;NORD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Entreprises société;Appel d'offres;2017;50,5893;3,11
140600011;Cession réalisée;LOGEMENT;LOGEMENT;SIMONE SIGNORET;60000;BEAUVAIS;OISE;Ministère de la défense;null;2014;Personnes physiques non commerçantes;Adjudication;2017;49,4336;2,086
140620021;Cession réalisée;LOGEMENT;LOGEMENT;DE PICARDIE;62520;LE TOUQUET PARIS PLAGE;PAS-DE-CALAIS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Droit de priorité;2017;50,523;1,585
140690010;Cession réalisée;LOGEMENT;LOGEMENT;DE BALMONT;69005;LYON 09;RHÔNE;Ministère de l'éducation nationale;null;2014;Personnes physiques non commerçantes;Adjudication;2017;45,7593;4,824
140690020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;69720;ST LAURENT DE MURE;RHÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Appel d'offres;2017;45,6854;5,044
140710016;Cession réalisée;LOGEMENT;LOGEMENT;DU CANAL;71210;ECUISSES;SAÔNE-ET-LOIRE;Biens non affectés;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;46,7592;4,515
140740016;Cession réalisée;BUREAU;BUREAU;DU PARMELAN;74000;ANNECY;HAUTE-SAVOIE;Ministère de la justice et des libertés;null;2014;Collectivités territoriales;Droit de priorité;2017;45,8984;6,13
140750021;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;JEAN JAURES;75019;PARIS 19;PARIS;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2014;Etablissements publics locaux;Droit de priorité;2017;48,8778;2,385
140830014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;83300;DRAGUIGNAN;VAR;Ministère de la défense;null;2014;Collectivités territoriales;Droit de priorité;2017;43,5394;6,465
140830019;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;null;83000;TOULON;VAR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Droit de priorité;2017;43,124;5,93
140910019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;RIGOLES DE SACLAY;91190;VILLIERS LE BACLE;ESSONNE;Ministère de la défense;null;2014;Collectivités territoriales;Autres droits;2017;48,7253;2,124
140910022;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;null;91220;LE PLESSIS PATE;ESSONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Autres droits;2017;48,6133;2,328
140910031;Cession réalisée;LOGEMENT;LOGEMENT;LAVOISIER;91710;VERT LE PETIT;ESSONNE;Ministère de la défense;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;48,5514;2,366
140910038;Cession réalisée;LOGEMENT;LOGEMENT;CHARLES MICHELS;91740;PUSSAY;ESSONNE;Ministère de la défense;null;2014;Entreprises société;VNI;2017;48,3482;1,992
140930012;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;SUZANNE MASSON;93120;LA COURNEUVE;SEINE-SAINT-DENIS;Ministère des affaires étrangères et européennes;null;2014;Collectivités territoriales;Autres droits;2017;48,9312;2,395
149710029;Cession réalisée;LOGEMENT;LOGEMENT;DES MOMBINS;39200;ST CLAUDE;GUADELOUPE;Ministère de l'agriculture et de la pêche;null;2014;Entreprises société;Appel d'offres;2017;46,3867;5,862
149710030;Cession réalisée;LOGEMENT;LOGEMENT;DES MOMBINS;39200;ST CLAUDE;GUADELOUPE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Personnes physiques non commerçantes;Appel d'offres;2017;46,3867;5,862
149740010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DU CHEF DE BATAILLON LAMBERT;97400;ST DENIS;LA REUNION;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Collectivités territoriales;Gré à gré;2017;-20,9435;55,448
149740030;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE 2;29140;ST PHILIPPE;LA REUNION;Ministère de l'écologie, du développement durable, des transports et du logement;null;2014;Entreprises société;Adjudication;2017;47,9581;-3,9
150040012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;MORIEZ;4170;MORIEZ;ALPES DE HAUTE-PROVENCE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personne physique immatriculée (métropole);Gré à gré;2017;43,9608;6,47
150040014;Cession réalisée;LOGEMENT;LOGEMENT;DIGNE LES BAINS;4000;DIGNE LES BAINS;ALPES DE HAUTE-PROVENCE;Ministère de l'économie, de l'industrie et de l'emploi;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;44,0923;6,235
150050012;Cession réalisée;LOGEMENT;LOGEMENT;DES SAGNIERES;5000;GAP;HAUTES ALPES;Ministère de la défense;null;2015;Personnes physiques non commerçantes;Autres droits;2017;44,5581;6,077
150050015;Cession réalisée;LOGEMENT;LOGEMENT;null;5560;VARS;HAUTES ALPES;Biens non affectés;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;44,5943;6,689
150120017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;12150;SEVERAC LE CHATEAU;AVEYRON;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;44,2692;3,11
150120021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;12200;VILLEFRANCHE DE ROUERGUE;AVEYRON;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;44,3519;2,034
150130028;Cession réalisée;LOGEMENT;LOGEMENT;DE SARNÈGUE;13310;ST CHAMAS;BOUCHES-DU-RHÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Droit de priorité;2017;43,6335;4,957
150130033;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DES RAYETTES;13500;MARTIGUES;BOUCHES-DU-RHÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Recours à une agence;2017;43,4045;5,047
150150010;Cession réalisée;BUREAU;BUREAU;JEAN VIGIER;15300;MURAT;CANTAL;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Appel d'offres;2017;45,1096;2,868
150170012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DENFERT ROCHEREAU;17000;LA ROCHELLE;CHARENTE-MARITIME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Gré à gré;2017;46,1585;-1,152
150170016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;17600;SAUJON;CHARENTE-MARITIME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Appel d'offres;2017;45,6706;-0,928
150250016;Cession réalisée;BUREAU;BUREAU;XAVIER MARMIER;25000;BESANCON;DOUBS;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2017;47,2422;6,02
150280010;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;null;28100;DREUX;EURE-ET-LOIR;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2015;Collectivités territoriales;Droit de priorité;2017;48,7362;1,365
null;Cession réalisée;LOGEMENT;LOGEMENT;null;20167;AJACCIO;CORSE-DU-SUD;Ministère de la défense;null;2015;Collectivités territoriales;Droit de priorité;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;CUNEO D'ORNANO;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Adjudication;2017;41,925;8,736
null;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;20275;ERSA;HAUTE CORSE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;42,9747;9,379
150300010;Cession réalisée;BUREAU;BUREAU;BOISSIER DE SAUVAGES;30100;ALES;GARD;Ministère de la justice et des libertés;null;2015;Collectivités territoriales;Droit de priorité;2017;44,1267;4,08
150310013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;ARMAND DUPORTAL;31500;TOULOUSE;HAUTE-GARONNE;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2015;Etablissements publics nationaux;Gré à gré;2017;43,6043;1,441
150330026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;MARYSE BASTIÉ - 33520 BRUGES;33520;BRUGES;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;44,8825;-0,613
150350021;Cession réalisée;LOGEMENT;LOGEMENT;DU PARC - PAVILLON;35400;ST MALO;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Adjudication;2017;48,6467;-2,01
150350022;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DU PARC - PARCELLE J 1187 (EX J215);35400;ST MALO;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Adjudication;2017;48,6467;-2,01
150350023;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DU PARC - PARCELLE J 1190 (EX J217);35400;ST MALO;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Adjudication;2017;48,6467;-2,01
150360011;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;null;16700;RUFFEC;INDRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2017;46,0277;0,198
150510015;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;CHALONS EN CHAMPAGNE;51000;CHALONS EN CHAMPAGNE;MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;48,9564;4,364
150540015;Cession réalisée;LOGEMENT;LOGEMENT;CARREFOUR ROUTE FORESTIÈRE DE MARTINVAUX & RD 92;54230;MARON;MEURTHE-ET-MOSELLE;Ministère de l'agriculture et de la pêche;null;2015;Personnes physiques non commerçantes;Recours à une agence;2017;48,6338;6,046
150540067;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;PARCELLE ZH 330;54450;BENAMENIL;MEURTHE-ET-MOSELLE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2017;48,5693;6,673
150540068;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;PARCELLE ZH 331;54450;BENAMENIL;MEURTHE-ET-MOSELLE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2017;48,5693;6,673
150540070;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ROUTE NATIONALE;54920;VILLERS LA MONTAGNE;MEURTHE-ET-MOSELLE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Autres droits;2017;49,4707;5,821
150550010;Cession réalisée;LOGEMENT;LOGEMENT;D 65 LIEU-DIT LA CHANNÉELERIE;55150;GREMILLY;MEUSE;Ministère de l'agriculture et de la pêche;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;49,2768;5,476
150560017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE KERNER;56670;RIANTEC;MORBIHAN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Gré à gré;2017;47,71;-3,31
150560018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE KERNER;56670;RIANTEC;MORBIHAN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Gré à gré;2017;47,71;-3,31
150570020;Cession réalisée;BUREAU;BUREAU;VERLAINE;57340;MORHANGE;MOSELLE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Adjudication;2017;48,9234;6,635
150590014;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;A23;59494;PETITE FORET;NORD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;50,3704;3,474
150590018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;59146;PECQUENCOURT;NORD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;50,3765;3,215
150590025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;JEAN JAURES;59810;LESQUIN;NORD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Appel d'offres;2017;50,5893;3,11
150590026;Cession réalisée;BUREAU;BUREAU;CORBEAU;59590;RAISMES;NORD;Ministère de la justice et des libertés;null;2015;Entreprises société;Appel d'offres;2017;50,3883;3,486
150620014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;62130;GAUCHIN VERLOINGT;PAS-DE-CALAIS;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2017;50,3945;2,312
150630011;Cession réalisée;BUREAU;BUREAU;DU PONT;63800;PERIGNAT SUR ALLIER;PUY-DE-DÔME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Droit de priorité;2017;45,7281;3,231
150630015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;24150;ST SULPICE;PUY-DE-DÔME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;44,8371;0,702
150660012;Cession réalisée;LOGEMENT;LOGEMENT;ARAGO;66100;PERPIGNAN;PYRÉNÉES-ORIENTALES;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2015;Personnes physiques non commerçantes;Appel d'offres;2017;42,6971;2,894
150670016;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DE LA MESANGE TRANSFORMATEUR;67110;NIEDERBRONN LES BAINS;BAS-RHIN;Ministère de l'agriculture et de la pêche;null;2015;Collectivités territoriales;Droit de priorité;2017;48,9498;7,643
150670017;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DU MARECHAL KELLERMANN;67120;MOLSHEIM;BAS-RHIN;Ministère de la justice et des libertés;null;2015;Entreprises société;Gré à gré;2017;48,5421;7,492
150680012;Cession réalisée;LOGEMENT;LOGEMENT;DES AMERICAINS;68000;COLMAR;HAUT-RHIN;Ministère de la justice et des libertés;null;2015;Personnes physiques non commerçantes;Adjudication;2017;48,0804;7,355
150690011;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;VALENTIN COUTURIER;69002;LYON 04;RHÔNE;Ministère de l'éducation nationale;null;2015;Entreprises société;Appel d'offres;2017;45,7525;4,828
150710016;Cession réalisée;LOGEMENT;LOGEMENT;null;71960;SOLUTRE POUILLY;SAÔNE-ET-LOIRE;Ministère de la culture et de la communication;null;2015;Entreprises société;Adjudication;2017;46,2961;4,724
150720012;Cession réalisée;BUREAU;BUREAU;DU GOULARD;72500;CHATEAU DU LOIR;SARTHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Adjudication;2017;47,6985;0,428
150740014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ANCIENNE ROUTE DE LYON;74160;ST JULIEN EN GENEVOIS;HAUTE-SAVOIE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Droit de priorité;2017;46,1439;6,084
150780039;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE BELLEVUE;78400;CHATOU;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Appel d'offres;2017;48,8901;2,156
